"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Widgets/HUDMaterial.HUDMaterial","21","0","2","1","0.000000","0","0"
"/Game/TheMatrix/Enemies/MatrixEnemyBody.MatrixEnemyBody","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Enemies/Ch45_Body.Ch45_Body","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenOff.MonitorMaterialScreenOff","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/DesktopRGBMaterial.DesktopRGBMaterial","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialOuter.MonitorMaterialOuter","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/GroovyMonitorMaterial.GroovyMonitorMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenOn.MonitorMaterialScreenOn","21","0","45","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Material_010.Material_010","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Material_009.Material_009","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Material_008.Material_008","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Material_007.Material_007","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Material_006.Material_006","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Material_004.Material_004","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Textures/MatrixEnemyMaterial.MatrixEnemyMaterial","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Base_mtl.Base_mtl","21","0","15","1","0.000000","0","0"
"/Game/Controllers/TriggerButtonContMat.TriggerButtonContMat","21","0","30","1","0.000000","0","0"
"/Game/Controllers/ThumbstickContMat.ThumbstickContMat","21","0","30","1","0.000000","0","0"
"/Game/Controllers/GripMat.GripMat","21","0","30","1","0.000000","0","0"
"/Game/Controllers/quest2ControllerMAT.quest2ControllerMAT","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/Trash/PizzaMaterial3.PizzaMaterial3","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/Trash/PizzaMaterial2.PizzaMaterial2","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/Trash/PizzaMaterial1.PizzaMaterial1","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/Trash/BinMaterial.BinMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/SpyCamera/OctogarfMouthMaterial.OctogarfMouthMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/SpyCamera/OctogarfEyes2Material.OctogarfEyes2Material","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/SpyCamera/OctogarfEyes1Material.OctogarfEyes1Material","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/SpyCamera/OctogarfEarsMaterial.OctogarfEarsMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/SpyCamera/OctogarfBodyMaterial.OctogarfBodyMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/ChairMaterialPlastic.ChairMaterialPlastic","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/ChairMaterialMetal.ChairMaterialMetal","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/ChairMaterialCushion.ChairMaterialCushion","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/Cabinet/CabinetMaterial.CabinetMaterial","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/Cabinet/CabinetHandleMaterial.CabinetHandleMaterial","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/Cabinet/CabinetDoorMaterial.CabinetDoorMaterial","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_21.PostersMaterial_21","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_20.PostersMaterial_20","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/WallMaterial.WallMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/Corkboard/CorkboardMainMaterial.CorkboardMainMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/Corkboard/CorkboardBorderMaterial.CorkboardBorderMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_3.PostersMaterial_3","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_13.PostersMaterial_13","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial.PostersMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/CarpetMaterial.CarpetMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Keyboard/KeyboardMaterial4.KeyboardMaterial4","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Keyboard/KeyboardMaterial3.KeyboardMaterial3","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Keyboard/KeyboardMaterial2.KeyboardMaterial2","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Keyboard/KeyboardMaterial1.KeyboardMaterial1","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/DeskMaterialWood.DeskMaterialWood","21","0","60","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/DeskMaterialMetal.DeskMaterialMetal","21","0","45","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_GridRotation.M_GridRotation","21","0","135","3","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","21","0","135","1","0.000000","0","0"
"/Game/VRTemplate/Materials/M_Projectile.M_Projectile","21","0","15","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","21","0","44","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","21","0","45","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","0","2","1","0.000000","0","0"
"/Game/TheMatrix/Textures/MatrixItemMaterial.MatrixItemMaterial","21","0","60","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenAlt_6.MonitorMaterialScreenAlt_6","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialGroovy.MonitorMaterialGroovy","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/Trash/CanMaterial2.CanMaterial2","21","0","15","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_9.PostersMaterial_9","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_8.PostersMaterial_8","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_7.PostersMaterial_7","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_6.PostersMaterial_6","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_5.PostersMaterial_5","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_4.PostersMaterial_4","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_2.PostersMaterial_2","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_19.PostersMaterial_19","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_18.PostersMaterial_18","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_17.PostersMaterial_17","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_16.PostersMaterial_16","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_15.PostersMaterial_15","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_14.PostersMaterial_14","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_12.PostersMaterial_12","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_11.PostersMaterial_11","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/Textures/PostersMaterial_10.PostersMaterial_10","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/StartingNote/GroovyStickyNoteMaterial.GroovyStickyNoteMaterial","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/GlassMaterial.GlassMaterial","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenAlt_5.MonitorMaterialScreenAlt_5","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenAlt_4.MonitorMaterialScreenAlt_4","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenAlt_3.MonitorMaterialScreenAlt_3","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenAlt_2.MonitorMaterialScreenAlt_2","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/Monitor/MonitorMaterialScreenAlt.MonitorMaterialScreenAlt","21","0","45","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","21","0","60","1","0.000000","0","0"
"/Game/Whiteboard/Markers/Geometry/MarkerRedMaterial.MarkerRedMaterial","21","0","15","1","0.000000","0","0"
"/Game/Whiteboard/Markers/Geometry/MarkerBaseMaterial.MarkerBaseMaterial","21","0","15","1","0.000000","0","0"
"/Game/Whiteboard/Markers/RedMarkerMaterial.RedMarkerMaterial","21","0","2","1","0.000000","0","0"
"/Game/Whiteboard/Markers/Geometry/MarkerGreenMaterial.MarkerGreenMaterial","21","0","15","1","0.000000","0","0"
"/Game/Whiteboard/Markers/GreenMarkerMaterial.GreenMarkerMaterial","21","0","2","1","0.000000","0","0"
"/Game/Whiteboard/Markers/Geometry/MarkerBlueMaterial.MarkerBlueMaterial","21","0","15","1","0.000000","0","0"
"/Game/Whiteboard/Markers/BlueMarkerMaterial.BlueMarkerMaterial","21","0","2","1","0.000000","0","0"
"/Game/Whiteboard/Markers/Geometry/MarkerBlackMaterial.MarkerBlackMaterial","21","0","15","1","0.000000","0","0"
"/Game/Whiteboard/Markers/BlackMarkerMaterial.BlackMarkerMaterial","21","0","2","1","0.000000","0","0"
"/Game/RoomAssets/Trash/WaterBottleMaterial2.WaterBottleMaterial2","21","0","15","1","0.000000","0","0"
"/Game/RoomAssets/Trash/WaterBottleMaterial1.WaterBottleMaterial1","21","0","15","1","0.000000","0","0"
"/Game/RoomAssets/Trash/CanMaterial.CanMaterial","21","0","15","1","0.000000","0","0"
"/Game/RoomAssets/Door/DoorMaterial.DoorMaterial","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/Door/DoorHandleMaterial.DoorHandleMaterial","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/Door/DoorBorderMaterial.DoorBorderMaterial","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Weapons/Material_002.Material_002","21","0","30","1","0.000000","0","0"
"/Game/TheMatrix/Textures/MatrixWallsTexture.MatrixWallsTexture","21","0","30","1","0.000000","0","0"
"/Game/RoomAssets/Radio/RetroRadioRed.RetroRadioRed","21","0","45","1","0.000000","0","0"
"/Game/RoomAssets/DeskSetup/KeyboardMaterial5.KeyboardMaterial5","21","0","15","1","0.000000","0","0"
